Compartment_id	Transect_id	Plot	species_id	abundance_count	abundance_percent	Species_Name	Species_Family
190	4	6	16	0	20	Culcasia falcifolia	Araceae
190	4	6	9	5	0	Funtumia elastica	Apocynaceae
190	4	6	90	6	0	Macaranga angolensis	Euphorbiaceae
190	4	6	66	3	0	Hibiscus calyphyllus	Malvaceae
190	4	6	14	1	0	Teclea nobilis	Rutaceae
190	4	6	72	1	0	Paulina pinnata	Sapindaceae
190	5	1	9	2	0	Funtumia elastica	Apocynaceae
190	5	1	10	0	20	Dracaena fragrans	Asparagaceae
190	5	1	15	5	0	Argomuellera macrophylla	Euphobiaceae
190	5	1	17	0	30	Acalypha neptunica	Euphobiaceae
190	5	1	35	0	5	Leptapsis sp	
190	5	1	11	0	5	Pseudoranthemum ludovicianum	Acanthaceae
190	5	0	25	1	0	Celtis wightii	Ulmaceae
190	5	0	39	1	0	Cordia africana	Boraginaceae
190	5	0	19	1	0	Albizia grandibracteata	Leguminosae
190	5	0	14	1	0	Teclea nobilis	Rutaceae
190	5	0	7	1	0	Celtis durandii	Ulmaceae
190	5	0	23	1	0	Ficus sur	Moraceae
190	5	2	15	0	10	Argomuellera macrophylla	Euphobiaceae
190	5	2	35	0	50	Leptapsis sp	
190	5	2	17	0	30	Acalypha neptunica	Euphobiaceae
190	5	2	55	0	30	Asplenium	
190	5	2	14	0	10	Teclea nobilis	Rutaceae
190	5	2	56	3	0	Sapotencea sp	
190	5	2	39	1	0	Cordia africana	Boraginaceae
190	5	3	17	0	50	Acalypha neptunica	Euphobiaceae
190	5	3	33	0	2	Broussonetia papyrifea	Moraceae
190	5	3	35	0	20	Leptapsis sp	
190	5	3	75	1	0	Piper sp	Piperaceae
190	5	4	35	0	40	Leptapsis sp	
190	5	4	17	0	70	Acalypha neptunica	Euphobiaceae
190	5	4	15	3	0	Argomuellera macrophylla	Euphobiaceae
190	5	4	11	1	0	Pseudoranthemum ludovicianum	Acanthaceae
190	5	4	67	1	0	Ficus asperifolia	Moraceae
190	5	5	15	10	0	Argomuellera macrophylla	Euphobiaceae
190	5	5	17	0	60	Acalypha neptunica	Euphobiaceae
190	5	5	33	0	1	Broussonetia papyrifea	Moraceae
190	5	5	55	0	10	Asplenium	
190	5	5	40	1	0	Peptadeniastrum africanum	Mimosaceae
190	5	6	15	4	0	Argomuellera macrophylla	Euphobiaceae
190	5	6	17	0	30	Acalypha neptunica	Euphobiaceae
190	5	6	56	1	0	Sapotencea sp	
190	5	6	54	1	0	Euphorbia teke	Euphorbiaceae
190	5	6	53	1	0	Strombosia scheffleri	Olacaceae
190	6	0	9	3	0	Funtumia elastica	Apocynaceae
190	6	0	6	1	0	Bilghia unijugata	Sapindaceae
190	6	0	68	1	0	Zanha golungensis	Sapindaceae
190	6	0	15	1	0	Argomuellera macrophylla	Euphobiaceae
190	6	1	35	0	5	Leptapsis sp	
190	6	1	15	0	40	Argomuellera macrophylla	Euphobiaceae
190	6	1	70	1	0	Fern 13	Thelypteridaceae
190	6	1	17	0	5	Acalypha neptunica	Euphobiaceae
190	6	2	35	1	0	Leptapsis sp	
190	6	2	15	4	0	Argomuellera macrophylla	Euphobiaceae
190	6	2	50	10	0	Lindackeria schweinfurthii	Flacourtiaceae
190	6	2	33	1	0	Broussonetia papyrifea	Moraceae
205	36	0	102	3	0	Alchornea sp	Euphobiaceae
205	36	1	103	1	0	Acacia pentagona	Leguminosae
205	36	1	104	0	1	ferns	Thelypteridaceae
205	36	2	105	1	0	collected 14	
205	36	3	105	3	0	collected 14	
205	36	3	104	0	2	ferns	Thelypteridaceae
205	36	3	5	2	0	Diospyros abyssinica	Ebenaceae
205	36	4	105	0	2	collected 14	
204	68	0	106	1	0	Kasisa	
204	68	1	218	1	0	Monanthotaxis littoralis	Annonaceae
204	68	2	103	1	0	Acacia pentagona	Leguminosae
204	68	2	108	1	0	collected 5	
204	68	3	109	1	0	unknown shrub	
205	37	1	5	6	0	Diospyros abyssinica	Ebenaceae
205	37	2	103	1	0	Acacia pentagona	Leguminosae
205	37	3	110	1	0	collected 16	
205	37	3	5	4	0	Diospyros abyssinica	Ebenaceae
205	37	3	111	0	1	Stanfieldiella imperforata	Commelinaceae
205	37	4	112	1	0	Albizia sp	Leguminosae
